"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 16, 2018","166.00","164.20","168.00","164.20","1.00M","1.22%"
"Jan 15, 2018","164.00","164.80","166.20","163.10","1.27M","0.61%"
"Jan 12, 2018","163.00","166.50","169.00","163.00","1.16M","-2.69%"
"Jan 11, 2018","167.50","171.00","171.00","165.00","1.59M","-2.62%"
"Jan 10, 2018","172.00","173.00","173.90","170.00","1.77M","-1.15%"
"Jan 09, 2018","174.00","165.00","174.00","164.50","2.82M","5.45%"
"Jan 08, 2018","165.00","163.90","167.00","162.00","2.23M","0.67%"
"Jan 05, 2018","163.90","156.00","165.00","154.10","3.86M","5.06%"
"Jan 04, 2018","156.00","151.00","156.00","151.00","1.35M","1.30%"
"Jan 03, 2018","154.00","151.30","154.00","149.50","1.15M","1.99%"
"Dec 29, 2017","151.00","154.00","155.00","151.00","816.16K","-2.58%"
"Dec 28, 2017","155.00","153.00","155.00","151.00","1.50M","1.31%"
"Dec 27, 2017","153.00","150.00","153.00","149.80","1.57M","1.32%"
"Dec 22, 2017","151.00","150.00","151.00","150.00","400.06K","-0.66%"
"Dec 21, 2017","152.00","151.00","152.00","150.00","1.33M","0.66%"
"Dec 20, 2017","151.00","150.40","151.50","150.40","784.92K","0.00%"
"Dec 19, 2017","151.00","152.00","152.10","150.00","786.81K","-1.31%"
"Dec 18, 2017","153.00","150.40","153.00","149.00","1.66M","1.32%"
"Dec 15, 2017","151.00","151.50","152.50","148.90","1.53M","-1.95%"
"Dec 14, 2017","154.00","150.10","154.00","150.00","1.79M","2.67%"
"Dec 13, 2017","150.00","144.50","153.10","144.30","2.33M","4.17%"
"Dec 12, 2017","144.00","143.30","144.00","141.00","413.68K","0.35%"
"Dec 11, 2017","143.50","143.10","144.00","142.50","1.48M","-0.35%"
"Dec 08, 2017","144.00","135.10","144.00","135.10","3.06M","5.88%"
"Dec 07, 2017","136.00","136.00","136.50","135.00","1.14M","0.37%"
"Dec 06, 2017","135.50","134.00","137.10","133.00","672.76K","1.88%"
"Dec 05, 2017","133.00","132.70","134.00","132.60","744.32K","0.00%"
"Dec 04, 2017","133.00","131.10","134.00","131.00","1.15M","0.76%"
"Dec 01, 2017","132.00","133.00","134.50","131.40","1.97M","-0.75%"
"Nov 29, 2017","133.00","135.10","137.20","133.00","3.28M","-2.85%"
"Nov 28, 2017","136.90","135.00","136.90","134.50","552.77K","1.41%"
"Nov 27, 2017","135.00","137.10","137.10","134.00","1.29M","-2.81%"
"Nov 24, 2017","138.90","137.20","138.90","136.60","1.28M","0.80%"
